trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
22,13,9,59.1,5.87,0.267,1.56,2.61,15,7,BTC/USDT
32,21,11,65.6,29.08,0.909,3.28,4.81,23,9,ETH/USDT
30,19,11,63.3,19.95,0.665,2.53,2.4,21,9,SOL/USDT
31,19,12,61.3,16.41,0.529,2.09,7.75,13,18,BNB/USDT
16,10,6,62.5,7.14,0.447,2.03,2.1,5,11,XRP/USDT
131,82,49,62.6,78.46,0.599,2.34,7.75,77,54,PORTFOLIO TOTAL
