trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
10,4,6,40.0,5.5,0.55,3.21,1.39,4,6,BNB/USDT
12,2,10,16.7,-0.24,-0.02,0.95,2.12,4,8,SOL/USDT
17,2,15,11.8,-6.45,-0.38,0.36,6.45,8,9,DOGE/USDT
13,2,11,15.4,-7.71,-0.593,0.31,8.48,3,10,ADA/USDT
52,10,42,19.2,-8.91,-0.171,0.69,9.61,19,33,PORTFOLIO TOTAL
