trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
23,5,18,21.7,-10.28,-0.447,0.19,10.68,0,23,SBER
31,9,22,29.0,2.73,0.088,1.34,4.3,0,31,GAZP
20,5,15,25.0,2.78,0.139,1.35,2.75,0,20,LKOH
18,4,14,22.2,-0.45,-0.025,0.92,2.72,0,18,ROSN
36,9,27,25.0,-8.49,-0.236,0.54,14.03,0,36,YDEX
128,32,96,25.0,-13.71,-0.107,0.74,22.15,0,128,PORTFOLIO TOTAL
