trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
30,4,26,13.3,-9.23,-0.308,0.4,9.79,14,16,SBER
42,6,36,14.3,-8.81,-0.21,0.57,9.48,21,21,GAZP
30,6,24,20.0,-2.65,-0.088,0.8,5.86,18,12,LKOH
27,3,24,11.1,-7.85,-0.291,0.32,6.6,15,12,ROSN
46,2,44,4.3,-18.69,-0.406,0.2,17.7,19,27,YDEX
175,21,154,12.0,-47.24,-0.27,0.44,46.94,87,88,PORTFOLIO TOTAL
