trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
18,6,12,33.3,-2.37,-0.132,0.68,4.9,10,8,BNB/USDT
26,8,18,30.8,-0.79,-0.03,0.94,6.38,13,13,SOL/USDT
25,8,17,32.0,-2.88,-0.115,0.76,5.76,15,10,DOGE/USDT
18,6,12,33.3,-6.93,-0.385,0.49,6.49,7,11,ADA/USDT
87,28,59,32.2,-12.98,-0.149,0.71,20.26,45,42,PORTFOLIO TOTAL
