trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
2,0,2,0.0,-1.36,-0.678,0.0,0.0,0,2,SBER
7,0,7,0.0,-1.37,-0.196,0.0,1.37,3,4,GAZP
6,0,6,0.0,-3.58,-0.597,0.0,3.58,4,2,LKOH
13,2,11,15.4,-0.35,-0.027,0.93,3.68,9,4,ROSN
7,0,7,0.0,-5.09,-0.727,0.0,3.85,5,2,YDEX
35,2,33,5.7,-11.74,-0.336,0.28,10.5,21,14,PORTFOLIO TOTAL
