trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
3,0,3,0.0,-2.68,-0.892,0.0,1.32,0,3,SBER
9,2,7,22.2,-2.01,-0.223,0.46,3.71,3,6,GAZP
6,1,5,16.7,-2.54,-0.424,0.29,3.58,4,2,LKOH
13,4,9,30.8,-0.85,-0.065,0.83,3.0,9,4,ROSN
7,1,6,14.3,-4.53,-0.647,0.11,3.85,5,2,YDEX
38,8,30,21.1,-12.6,-0.332,0.37,13.35,21,17,PORTFOLIO TOTAL
