trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
55,4,51,7.3,-21.3,-0.387,0.3,22.0,32,23,SBER
58,9,49,15.5,-5.3,-0.091,0.8,11.04,27,31,GAZP
44,9,35,20.5,4.02,0.091,1.24,6.08,24,20,LKOH
40,3,37,7.5,-7.02,-0.175,0.49,7.02,22,18,ROSN
60,6,54,10.0,-18.49,-0.308,0.41,19.73,24,36,YDEX
257,31,226,12.1,-48.08,-0.187,0.59,62.72,129,128,PORTFOLIO TOTAL
