trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
18,4,14,22.2,-0.41,-0.023,0.95,4.99,10,8,BNB/USDT
20,5,15,25.0,-2.98,-0.149,0.7,4.27,9,11,SOL/USDT
24,8,16,33.3,-0.82,-0.034,0.93,5.9,15,9,DOGE/USDT
15,4,11,26.7,-6.23,-0.416,0.49,7.0,5,10,ADA/USDT
77,21,56,27.3,-10.44,-0.136,0.75,16.95,39,38,PORTFOLIO TOTAL
