trades,wins,losses,winrate,total_r,avg_r,profit_factor,max_dd_r,long_trades,short_trades,symbol
23,0,23,0.0,-13.76,-0.598,0.0,13.76,0,23,SBER
31,5,26,16.1,3.45,0.111,1.44,4.42,0,31,GAZP
20,4,16,20.0,0.88,0.044,1.1,4.66,0,20,LKOH
18,2,16,11.1,-0.75,-0.042,0.87,2.56,0,18,ROSN
36,4,32,11.1,-10.0,-0.278,0.48,12.36,0,36,YDEX
128,15,113,11.7,-20.18,-0.158,0.64,23.45,0,128,PORTFOLIO TOTAL
